iter	Logloss
192	0.6281140609
193	0.6280582715
194	0.6279875652
195	0.6279485823
196	0.6278960747
197	0.6278599757
198	0.6278185066
199	0.6277702751
200	0.627725027
201	0.627692707
202	0.6276326415
203	0.6275883879
204	0.6275155435
205	0.6274555276
206	0.6273889981
207	0.6273140156
208	0.6272671764
209	0.6272221769
210	0.6271784703
211	0.6271167141
212	0.6270523724
213	0.6269970803
214	0.6269471085
215	0.6268970373
216	0.6268498003
217	0.626813403
218	0.626760597
219	0.6266960564
220	0.6266557309
221	0.6266029249
222	0.6265361965
223	0.6264586781
224	0.6264073638
225	0.6263440165
226	0.6262814151
227	0.6262212998
228	0.6261748584
229	0.6260915224
230	0.6260024185
231	0.6259404138
232	0.6258908398
233	0.6258269456
234	0.6257670292
235	0.6257104442
236	0.6256508759
237	0.6255931971
238	0.6255311923
239	0.6254630716
240	0.6254099176
241	0.6253247916
242	0.6252751181
243	0.625230417
244	0.6251817878
245	0.6251268935
246	0.6250647395
247	0.6250201379
248	0.6249714589
249	0.6249148243
250	0.6248749463
251	0.6248183116
252	0.6247682902
253	0.6246924624
254	0.6246051485
255	0.624548663
256	0.6244619956
257	0.6243962616
258	0.6243147654
259	0.6242364514
260	0.6241838941
261	0.624133624
262	0.6240688845
263	0.6239900235
264	0.623916135
265	0.6238595997
266	0.6238102247
267	0.6237570209
268	0.6236876571
269	0.6236057134
270	0.6235371452
271	0.623474494
272	0.6233992629
273	0.6233246285
274	0.6232692866
275	0.623202409
276	0.6231265315
277	0.6230611953
278	0.6230004336
279	0.6229282356
280	0.6228864681
281	0.6228280932
282	0.6227817512
283	0.6227318292
284	0.6226701725
285	0.6226142837
286	0.6225318427
287	0.6224587994
288	0.6223778004
289	0.6223206188
290	0.6222430507
291	0.6221764714
292	0.62211387
293	0.6220638982
294	0.6219902582
295	0.621894392
296	0.6218269674
297	0.6217491507
298	0.6216819748
299	0.6216083348
300	0.6215414572
301	0.6214717453
302	0.621416304
303	0.6213716029
304	0.6213218798
305	0.6212589303
306	0.6211787268
307	0.6211124956
308	0.6210563582
309	0.6209722764
310	0.6208929182
311	0.6208316593
312	0.6207394229
313	0.620679606
314	0.62062859
315	0.6205723531
316	0.6205029396
317	0.6204116977
318	0.6203408422
319	0.6202943013
320	0.6202539261
321	0.6202095731
322	0.6201743691
323	0.6201233532
324	0.6200540391
325	0.6199995425
326	0.6199183944
327	0.619871953
328	0.6197884181
329	0.6197014026
330	0.6196390498
331	0.6195797301
332	0.6195088249
333	0.6194381683
334	0.6193702465
335	0.6193199764
336	0.6192854188
337	0.619209044
338	0.6191374427
339	0.6190800125
340	0.6190304882
341	0.6189501356
342	0.6188883298
343	0.6188149881
344	0.6187543756
345	0.618691625
346	0.6186269849
347	0.6185867092
348	0.6185307209
349	0.6184417165
350	0.6183921923
351	0.6183466459
352	0.6183106463
353	0.6182512272
354	0.6182107028
355	0.6181588913
356	0.6181111571
357	0.6180300089
358	0.617949358
359	0.6178775578
360	0.617829923
361	0.6177727911
362	0.6177287364
363	0.6176513175
364	0.6175889646
365	0.6175218881
366	0.6174563033
367	0.6173845031
368	0.6173075814
369	0.6172664603
370	0.6172005275
371	0.617137578
372	0.6171033684
373	0.6170285848
374	0.6169566852
375	0.6169057687
376	0.6168222835
377	0.6167750963
378	0.6167230859
379	0.6166582469
380	0.6166114574
381	0.6165304584
382	0.6164828236
383	0.6164377745
384	0.6164014766
385	0.6163366376
386	0.6162738373
387	0.6162097441
388	0.61613506
389	0.6160706188
390	0.6159673936
391	0.6159261233
392	0.6158596435
393	0.6157975393
394	0.6157192751
395	0.6156774579
396	0.6156293756
397	0.6155621997
398	0.6155007916
399	0.615461212
400	0.6153991078
401	0.6153222855
402	0.6152502864
403	0.6152065798
404	0.61516163
405	0.6151034042
406	0.6150329963
407	0.6149758644
408	0.6149195281
409	0.6148462859
410	0.6147945241
411	0.614737243
412	0.6146852326
413	0.6146200456
414	0.6145839963
415	0.6145269141
416	0.6144694839
417	0.6144173243
418	0.6143611372
419	0.6143033092
420	0.614243542
421	0.6141953602
422	0.6141371842
423	0.6141014829
424	0.6140308761
425	0.6139751862
426	0.6139225791
427	0.6138596793
428	0.6137931995
429	0.6137614264
430	0.6136989741
431	0.6136301076
432	0.6135679039
433	0.6135076892
434	0.6134463308
435	0.6133818896
436	0.6132819958
437	0.6132096487
438	0.613161815
439	0.6131046334
440	0.6130439712
441	0.6129618783
442	0.6129173761
443	0.6128357307
444	0.6127755159
445	0.6127202735
446	0.6126412137
447	0.6125842807
448	0.612519392
449	0.6124831439
450	0.6124300893
451	0.6123585377
452	0.6122878811
453	0.6122323901
454	0.6121950977
455	0.6121408
456	0.612082077
457	0.6120319561
458	0.6119757192
459	0.6119005378
460	0.6118330138
461	0.6117642964
462	0.6116862311
463	0.6116170662
464	0.6115620227
465	0.6115184155
466	0.6114596924
467	0.611395301
468	0.6113338929
469	0.611281435
470	0.6112399161
471	0.6111911875
472	0.6111518565
473	0.6110964152
474	0.6110095986
475	0.6109779746
476	0.6109363066
477	0.610888473
478	0.6108245787
479	0.6107718225
480	0.6107005692
481	0.6106339402
482	0.6105636814
483	0.6104941685
484	0.6104341029
485	0.6103745843
486	0.6103231706
487	0.6102352103
488	0.6101899623
489	0.6101121456
490	0.6100391023
491	0.6099736666
492	0.6099403521
493	0.6099014686
494	0.6098096797
495	0.6097611002
496	0.6097056589
497	0.6096652837
498	0.6095846825
499	0.60954202
500	0.6094907555
501	0.6094085134
502	0.6093509837
503	0.6092837083
504	0.6092221511
505	0.6091688479
506	0.6091058984
507	0.6090614459
508	0.6089752259
509	0.6089267956
510	0.6088593213
511	0.6087825488
512	0.6087448089
513	0.6087049309
514	0.6086444179
515	0.6085778386
516	0.6085476069
517	0.6084827679
518	0.6084263819
519	0.6083767582
520	0.6083411067
521	0.6082732346
522	0.6082102851
523	0.6081717
524	0.608123021
525	0.6080769774
526	0.6080353591
527	0.6079794703
528	0.6079260677
529	0.6078650076
530	0.6078072791
531	0.6077557162
532	0.6077038549
533	0.6076631317
534	0.6076164417
535	0.6075578181
536	0.6075033215
537	0.6074465377
538	0.6073944278
539	0.6073323733
540	0.6072769818
541	0.6072467004
542	0.6072077174
543	0.607173856
544	0.6071102601
545	0.6070714263
546	0.6070337362
547	0.6070008194
548	0.6069354832
549	0.6068845667
550	0.6068343464
551	0.6067972529
552	0.6067534965
553	0.6066965635
554	0.60664152
555	0.6066000509
556	0.6065443113
557	0.6064938423
558	0.6064250255
559	0.6063473082
560	0.6063108611
561	0.6062320997
562	0.6061742219
563	0.6061367307
564	0.6060847203
565	0.6060372347
566	0.6059754288
567	0.6059133246
568	0.6058577839
569	0.6058031879
570	0.6057502824
571	0.6056888246
572	0.6056168255
573	0.6055714283
574	0.6055176278
575	0.6054530375
576	0.6054020215
577	0.6053593591
578	0.6053216689
579	0.6052853213
580	0.6052220735
581	0.6051612621
582	0.6050937381
583	0.6050165678
584	0.6049679882
585	0.6049223424
586	0.6048745087
587	0.6048282165
588	0.6047737199
589	0.6047143008
590	0.6046730306
591	0.6046094844
592	0.6045552364
593	0.6044959167
594	0.6044568841
595	0.6043988572
596	0.6043642001
597	0.6043318304
598	0.6042782288
599	0.6042328813
600	0.6041836554
601	0.6041311975
602	0.6040922145
603	0.6040416958
604	0.6039875971
605	0.6039258409
606	0.6038779078
607	0.6038018314
608	0.6037750306
609	0.6037383847
610	0.6036890593
611	0.6036309827
612	0.6035541604
613	0.6035134869
614	0.6034530236
615	0.6034181676
616	0.6033552181
617	0.6033126054
618	0.6032648215
619	0.6032127116
620	0.6031351435
621	0.6030654317
622	0.6030134213
623	0.6029504221
624	0.6028973675
625	0.6028558984
626	0.6027985179
627	0.6027465572
628	0.6027023036
629	0.6026711272
630	0.6026270227
631	0.6025872442
632	0.6025227533
633	0.6024726324
634	0.6024207214
635	0.6023489709
636	0.6022825905
637	0.6022404253
638	0.6021841387
639	0.6021393879
640	0.6020790737
641	0.6020146822
642	0.6019823622
643	0.6019300037
644	0.6018613361
645	0.6018009722
646	0.6017241002
647	0.6016563276
648	0.601606853
649	0.6015677707
650	0.6015166055
651	0.6014686227
652	0.6014372474
653	0.6014097505
654	0.6013614196
655	0.6013440165
656	0.601306028
657	0.6012322886
658	0.6011722728
659	0.6011276214
660	0.6010762077
661	0.6010132582
662	0.600969999
663	0.6009246515
664	0.6008819394
665	0.6008351002
666	0.6008046199
667	0.600762753
668	0.600719295
669	0.600647992
670	0.6005746006
671	0.6005293526
672	0.6004740604
673	0.6004138457
674	0.6003767522
675	0.6003494542
676	0.6003107199
677	0.6002588587
678	0.6002154504
679	0.6001594124
680	0.6001074517
681	0.6000591208
682	0.5999969669
683	0.5999483874
684	0.5999091558
685	0.5998514273
686	0.5997810193
687	0.5997397491
688	0.5997008656
689	0.5996484077
690	0.5995944083
691	0.5995662153
692	0.5995243982
693	0.59947557
694	0.5994308689
695	0.5993920849
696	0.5993508644
697	0.5992863735
698	0.5992255123
699	0.5991690269
700	0.5991369554
701	0.5990702767
702	0.5990104598
703	0.5989687918
704	0.5989060909
705	0.5988309095
706	0.5987708439
707	0.5987073972
708	0.5986543923
709	0.5985944262
710	0.5985261066
711	0.5984787702
712	0.5984335719
713	0.5983914564
714	0.5983507331
715	0.5982755517
716	0.5982299556
717	0.5981707851
718	0.5981241448
719	0.5980686537
720	0.5980225107
721	0.5979739312
722	0.5979165009
723	0.5978632972
724	0.5977904528
725	0.5977547018
726	0.5977048792
727	0.5976373055
728	0.5975954883
729	0.5975533728
730	0.5975014619
731	0.5974363245
732	0.5973756126
733	0.5973297679
734	0.5972968014
735	0.5972594593
736	0.597230073
737	0.5971816923
738	0.5971202843
739	0.5970758318
740	0.5970302854
741	0.5969767335
742	0.5969309883
743	0.5968815635
744	0.5968312934
745	0.5967849514
746	0.5967491507
747	0.5966954
748	0.5966314561
749	0.5965974951
750	0.5965333026
751	0.5964866623
752	0.5964428562
753	0.5963687687
754	0.596333515
755	0.5962970679
756	0.5962553999
757	0.5962032404
758	0.5961611746
759	0.5961230867
760	0.5960924572
761	0.5960365684
762	0.595998381
763	0.5959445309
764	0.5958936144
765	0.5958210683
766	0.5957779086
767	0.5957479256
768	0.5957061084
769	0.595642065
770	0.5956163084
771	0.5955796624
772	0.5955326741
773	0.5954907077
774	0.5954187584
775	0.5953765931
776	0.5953323893
777	0.5952967378
778	0.5952534289
779	0.5952063411
780	0.5951614908
781	0.5951169886
782	0.5950534424
783	0.594974681
784	0.5949221733
785	0.5948603675
786	0.5948069648
787	0.5947671366
788	0.5947235294
789	0.5946642097
790	0.5946383536
791	0.5945973321
792	0.5945365207
793	0.5944733723
794	0.5944442345
795	0.5944090305
796	0.5943686553
797	0.5943192305
798	0.5942889989
799	0.5942459883
800	0.5942004917
801	0.5941261058
802	0.5940752888
803	0.59402298
804	0.5939823562
805	0.5939460086
806	0.5938831586
807	0.5938372144
808	0.5938080766
809	0.5937494033
810	0.5937046525
811	0.5936680563
812	0.5936075432
813	0.5935623946
814	0.5935137156
815	0.593485274
816	0.5934521087
817	0.5934053192
818	0.5933554966
819	0.593300652
820	0.5932311887
821	0.5931855429
822	0.5931432285
823	0.5930912181
824	0.5930407491
825	0.5929883409
826	0.5929487116
827	0.5929095795
828	0.5928504089
829	0.592804962
830	0.592755935
831	0.5927293331
832	0.5926758807
833	0.592618898
834	0.5925709151
835	0.5925390426
836	0.5925126893
837	0.5924768887
838	0.592423486
839	0.5923700834
840	0.5923162332
841	0.5922561179
842	0.592208881
843	0.5921539866
844	0.5921141086
845	0.5920625955
846	0.5920085961
847	0.5919470389
848	0.5919223265
849	0.5918591284
850	0.5918089577
851	0.5917535164
852	0.5916998154
853	0.5916666998
854	0.5916259268
855	0.5915693916
856	0.5915490549
857	0.5914725807
858	0.5914316088
859	0.5913546871
860	0.5912758262
861	0.5912110369
862	0.5911831423
863	0.5911217342
864	0.5910736519
865	0.5910196526
866	0.5909997633
867	0.5909510844
868	0.5909161787
869	0.5908764996
870	0.5908331908
871	0.5907543796
872	0.5907030653
873	0.590663436
874	0.5906039671
875	0.590564288
876	0.5905230178
877	0.590463549
878	0.5904133783
879	0.590344462
880	0.5903260645
881	0.5902907113
882	0.590250187
883	0.5902092151
884	0.5901777901
885	0.5901343818
886	0.5900789405
887	0.5900406536
888	0.5899988862
889	0.5899532404
890	0.5899064509
891	0.5898665729
892	0.5898434517
893	0.5898118775
894	0.5897588229
895	0.5897247625
896	0.5897009451
897	0.5896638517
898	0.5896237748
899	0.589571665
900	0.5895321848
901	0.589491014
902	0.589460136
903	0.5894016615
904	0.5893630764
905	0.5893161875
906	0.5892760609
907	0.5892278792
908	0.5891936696
909	0.58915409
910	0.589107947
911	0.5890555388
912	0.5890056167
913	0.5889678271
914	0.5889225791
915	0.5888880712
916	0.5888248234
917	0.5887793764
918	0.5887455647
919	0.5887219959
920	0.5886539747
921	0.5886223508
922	0.5885739701
923	0.588528374
924	0.5885032638
925	0.5884639825
926	0.5884175909
927	0.5883540447
928	0.5882969625
929	0.5882317755
930	0.5881868755
931	0.5881194509
932	0.5880667444
933	0.5880342752
934	0.5879769941
935	0.5879494972
936	0.5879236412
937	0.5878702385
938	0.5878381174
939	0.5877932671
940	0.5877694497
941	0.5877309143
942	0.5876775116
943	0.5876174461
944	0.5875761759
945	0.5875259555
946	0.5874710611
947	0.5874124375
948	0.587380565
949	0.5873207481
950	0.5872801243
951	0.5872252299
952	0.5871806283
953	0.587147264
954	0.5871146954
955	0.5870576629
956	0.5870014758
957	0.586977012
958	0.5869389241
959	0.5868874109
960	0.586835848
961	0.5867840365
962	0.586746048
963	0.5867188494
964	0.5866662424
965	0.586608663
966	0.5865745529
967	0.5865395478
968	0.5865081228
969	0.5864647145
970	0.5864206598
971	0.5863967429
972	0.5863363293
973	0.5863016226
974	0.5862393195
975	0.5861943697
976	0.586155884
977	0.5860978571
978	0.5860501229
979	0.5860057202
980	0.5859449087
981	0.5859219367
982	0.5858685837
983	0.5858150319
984	0.5857520824
985	0.5857045968
986	0.585651393
987	0.5856031119
988	0.5855483667
989	0.5854692572
990	0.585436241
991	0.5854128214
992	0.5853711534
993	0.5853439051
994	0.5852837899
995	0.585258083
996	0.5852140283
997	0.5851550069
998	0.5850930022
999	0.5850358206
